Time,Agent[1],Agent[2],Agent[3],Agent[4],Agent[5],Agent[6]
0.0,8.0,8.0,8.0,8.0,8.0,8.0
0.02,7.985200507490484,7.991223377653189,8.003223326051538,8.009200472895873,8.003191131561893,7.991191134818783
0.04,7.967898190033817,7.9798515659791915,8.003612187606246,8.015418562109724,8.003491180368371,7.979731508974495
0.06,7.948143741915384,7.965937031635279,8.001223939445234,8.01871491279119,8.000959105037593,7.965675015175624
0.08,7.925986783525309,7.949531125310927,7.99611468468106,8.019148813169448,7.995652549449733,7.949074378907164
0.1,7.901475888141687,7.930684109970319,7.988339309119368,8.01677823460326,7.987627880923476,7.929981189482956
0.12,7.8746586077073255,7.909445187979874,7.977951514039924,8.01165986959174,7.976940226535068,7.908445929800489
0.14,7.845581497664818,7.88586252719731,7.965003847521817,8.003849167918846,7.963643507729801,7.884518004889628
0.16,7.814290140908829,7.859983286091332,7.94954773442436,7.993400371085414,7.9477904733598885,7.85824576933791
0.18,7.780829170909136,7.831853637954528,7.9316335051237115,7.980366545165862,7.929432731268605,7.829676553667079
0.2,7.745242294053145,7.801518794266236,7.9113104230949975,7.964799612212128,7.908620778528323,7.798856689728554
0.22,7.707572311252475,7.769023027256957,7.888626711420803,7.946750380314511,7.885404030429163,7.765831535179317
0.24,7.667861138854321,7.734409691721367,7.863629578298976,7.926268572417965,7.859830848305567,7.730645497094173
0.26,7.626149828894987,7.697721246122774,7.8363652416157,7.903402853982384,7.831948566279517,7.693342054765413
0.28,7.582478588729894,7.658999273028346,7.806878952643562,7.878200859566783,7.801803516991755,7.653963781736495
0.3,7.536886800071702,7.618284498911033,7.7752150189188765,7.850709218409481,7.769441056385681,7.612552367112492
0.32,7.489413037465681,7.5756168133512425,7.741416826347615,7.820973579069626,7.7349055876027615,7.5691486361864335
0.34,7.440095086229294,7.53103528766867,7.705526860584923,7.789038633189289,7.698240584042965,7.523792570417619
0.36,7.3889699598809715,7.484578193012333,7.667586727729297,7.75494813842998,7.659488611639144,7.476523326795078
0.38,7.336073917081225,7.43628301793467,7.627637174369048,7.718744940632657,7.618691350390053,7.4273792566168275
0.4,7.281442478107687,7.386186485473721,7.5857181070155315,7.680470995245969,7.575889615192935,7.376397923713275
0.42,7.225110440884123,7.334324569765575,7.541868610954816,7.640167388063696,7.531123376013338,7.323616122141036
0.44,7.167111896582213,7.280732512207766,7.496126968546953,7.597874355308875,7.484431777426701,7.2690698933716185
0.46,7.107480244813619,7.2254448371928435,7.448530676999783,7.553631303099058,7.435853157563622,7.212794542997631
0.48,7.04624820842883,7.168495367430034,7.399116465642077,7.507476826324373,7.38542506648826,7.1548246569777625
0.5,6.989047784025657,7.109917238871764,7.347920312719063,7.459448726967556,7.3331842840370935,7.095194117440341
0.52,6.930199416947136,7.049742913493565,7.294977461731685,7.40958403189293,7.279166837143339,7.033936116944666
